TermBits,InChannels,ClassCount,WeightBits,DSPCount,LUT4,FF
2,5,5,3,0,755,32
2,5,6,3,0,883,32
2,5,7,3,0,1036,32
2,5,8,3,0,1192,32
2,5,9,3,0,1390,32
2,5,10,3,0,1465,32
2,5,11,3,0,1633,32
2,5,12,3,0,1834,32
2,5,13,3,0,1908,32
2,5,14,3,0,2074,32
2,5,15,3,0,2318,32
2,5,16,3,0,2368,32
2,5,17,3,0,2521,32
2,5,18,3,0,2733,32
2,5,19,3,0,2906,32
2,5,20,3,0,3011,32
2,5,21,3,0,3205,32
2,5,22,3,0,3307,32
2,5,23,3,0,3389,32
2,5,24,3,0,3554,32
2,5,25,3,0,3697,32
2,5,26,3,0,3837,32
2,5,27,3,0,3987,32
2,5,28,3,0,4127,32
2,5,29,3,0,4284,32
2,5,30,3,0,4424,32
2,5,31,3,0,4576,32
2,5,32,3,0,4750,32
2,6,1,3,0,190,37
2,6,2,3,0,355,37
2,6,3,3,0,531,37
2,6,4,3,0,696,37
2,6,5,3,0,867,37
2,6,6,3,0,1034,37
2,6,7,3,0,1205,37
2,6,8,3,0,1377,37
2,6,9,3,0,1544,37
2,6,10,3,0,1706,37
2,6,11,3,0,1921,37
2,6,12,3,0,2075,37
2,6,13,3,0,2286,37
2,6,14,3,0,2467,37
2,6,15,3,0,2589,37
2,6,16,3,0,2818,37
2,6,17,3,0,2999,37
2,6,18,3,0,3148,37
2,6,19,3,0,3344,37
2,6,20,3,0,3512,37
2,6,21,3,0,3605,37
2,6,22,3,0,3924,37
2,6,23,3,0,4034,37
2,6,24,3,0,4203,37
2,6,25,3,0,4374,37
2,6,26,3,0,4566,37
2,6,27,3,0,4744,37
2,6,28,3,0,4912,37
2,6,29,3,0,5097,37
2,6,30,3,0,5265,37
2,6,31,3,0,5415,37
2,7,1,3,0,221,42
2,7,2,3,0,430,42
2,7,3,3,0,629,42
2,7,4,3,0,826,42
2,7,5,3,0,1034,42
2,7,6,3,0,1204,42
2,7,7,3,0,1494,42
2,7,8,3,0,1627,42
2,7,9,3,0,1834,42
2,7,10,3,0,2068,42
2,7,11,3,0,2253,42
2,7,12,3,0,2473,42
2,7,13,3,0,2613,42
2,7,14,3,0,2875,42
2,7,15,3,0,3026,42
2,7,16,3,0,3268,42
2,7,17,3,0,3477,42
2,7,18,3,0,3798,42
2,7,19,3,0,3935,42
2,7,20,3,0,4034,42
2,7,21,3,0,4342,42
2,7,22,3,0,4520,42
2,7,23,3,0,4772,42
2,7,24,3,0,4877,42
2,7,25,3,0,5101,42
2,7,26,3,0,5244,42
2,7,27,3,0,5502,42
2,8,1,3,0,260,47
2,8,2,3,0,515,47
2,8,3,3,0,767,47
2,8,4,3,0,1025,47
2,8,5,3,0,1212,47
2,8,6,3,0,1405,47
2,8,7,3,0,1651,47
2,8,8,3,0,1878,47
2,8,9,3,0,2116,47
2,8,10,3,0,2451,47
2,8,11,3,0,2553,47
2,8,12,3,0,3004,47
2,8,13,3,0,3227,47
2,8,14,3,0,3242,47
2,8,15,3,0,3809,47
2,8,16,3,0,3799,47
2,8,17,3,0,4075,47
2,8,18,3,0,4413,47
2,8,19,3,0,4755,47
2,8,20,3,0,4916,47
2,8,21,3,0,5248,47
2,8,22,3,0,5469,47
2,9,1,3,0,276,52
2,9,2,3,0,543,52
2,9,3,3,0,808,52
2,9,4,3,0,1063,52
2,9,5,3,0,1319,52
2,9,6,3,0,1635,52
2,9,7,3,0,1884,52
2,9,8,3,0,2104,52
2,9,9,3,0,2433,52
2,9,10,3,0,2683,52
2,9,11,3,0,3016,52
2,9,12,3,0,3282,52
2,9,13,3,0,3567,52
2,9,14,3,0,3832,52
2,9,15,3,0,4111,52
2,9,16,3,0,4377,52
2,9,17,3,0,4655,52
2,9,18,3,0,4919,52
2,9,19,3,0,5194,52
2,9,20,3,0,5459,52
2,10,1,3,0,328,57
2,10,2,3,0,647,57
2,10,3,3,0,954,57
2,10,4,3,0,1249,57
2,10,5,3,0,1541,57
2,10,6,3,0,1823,57
2,10,7,3,0,2124,57
2,10,8,3,0,2418,57
2,10,9,3,0,2741,57
2,10,10,3,0,3025,57
2,10,11,3,0,3382,57
2,10,12,3,0,3764,57
2,10,13,3,0,3894,57
2,10,14,3,0,4198,57
2,10,15,3,0,4803,57
2,10,16,3,0,4875,57
2,10,17,3,0,5184,57
2,10,18,3,0,5587,57
2,11,1,3,0,370,62
2,11,2,3,0,724,62
2,11,3,3,0,1048,62
2,11,4,3,0,1418,62
2,11,5,3,0,1737,62
2,11,6,3,0,2088,62
2,11,7,3,0,2440,62
2,11,8,3,0,2811,62
2,11,9,3,0,3138,62
2,11,10,3,0,3456,62
2,11,11,3,0,3801,62
2,11,12,3,0,4113,62
2,11,13,3,0,4415,62
2,11,14,3,0,4927,62
2,11,15,3,0,5044,62
2,11,16,3,0,5532,62
2,12,1,3,0,380,67
2,12,2,3,0,736,67
2,12,3,3,0,1098,67
2,12,4,3,0,1460,67
2,12,5,3,0,1784,67
2,12,6,3,0,2138,67
2,12,7,3,0,2568,67
2,12,8,3,0,2965,67
2,12,9,3,0,3320,67
2,12,10,3,0,3678,67
2,12,11,3,0,4045,67
2,12,12,3,0,4319,67
2,12,13,3,0,4781,67
2,12,14,3,0,5139,67
2,12,15,3,0,5376,67
2,13,1,3,0,433,72
2,13,2,3,0,832,72
2,13,3,3,0,1199,72
2,13,4,3,0,1602,72
2,13,5,3,0,1956,72
2,13,6,3,0,2332,72
2,13,7,3,0,2738,72
2,13,8,3,0,3119,72
2,13,9,3,0,3457,72
2,13,10,3,0,3970,72
2,13,11,3,0,4212,72
2,13,12,3,0,4921,72
2,13,13,3,0,5173,72
2,13,14,3,0,5421,72
2,14,1,3,0,466,77
2,14,2,3,0,904,77
2,14,3,3,0,1318,77
2,14,4,3,0,1772,77
2,14,5,3,0,2168,77
2,14,6,3,0,2658,77
2,14,7,3,0,3104,77
2,14,8,3,0,3433,77
2,14,9,3,0,3963,77
2,14,10,3,0,4492,77
2,14,11,3,0,4830,77
2,14,12,3,0,5319,77
2,15,1,3,0,481,82
2,15,2,3,0,948,82
2,15,3,3,0,1398,82
2,15,4,3,0,1810,82
2,15,5,3,0,2300,82
2,15,6,3,0,2756,82
2,15,7,3,0,3218,82
2,15,8,3,0,3667,82
2,15,9,3,0,4127,82
2,15,10,3,0,4574,82
2,15,11,3,0,5030,82
2,15,12,3,0,5477,82
2,16,1,3,0,512,87
2,16,2,3,0,980,87
2,16,3,3,0,1511,87
2,16,4,3,0,1952,87
2,16,5,3,0,2497,87
2,16,6,3,0,2980,87
2,16,7,3,0,3479,87
2,16,8,3,0,3965,87
2,16,9,3,0,4462,87
2,16,10,3,0,4946,87
2,16,11,3,0,5439,87
2,17,1,3,0,541,92
2,17,2,3,0,1054,92
2,17,3,3,0,1624,92
2,17,4,3,0,2146,92
2,17,5,3,0,2659,92
2,17,6,3,0,3174,92
2,17,7,3,0,3705,92
2,17,8,3,0,4223,92
2,17,9,3,0,4752,92
2,17,10,3,0,5268,92
2,17,11,3,0,5793,92
2,18,1,3,0,597,97
2,18,2,3,0,1176,97
2,18,3,3,0,1692,97
2,18,4,3,0,2224,97
2,18,5,3,0,2696,97
2,18,6,3,0,3224,97
2,18,7,3,0,4036,97
2,18,8,3,0,4249,97
2,18,9,3,0,5123,97
2,18,10,3,0,5590,97
2,19,1,3,0,647,102
2,19,2,3,0,1276,102
2,19,3,3,0,1844,102
2,19,4,3,0,2450,102
2,19,5,3,0,3103,102
2,19,6,3,0,3646,102
2,19,7,3,0,4262,102
2,19,8,3,0,4915,102
2,19,9,3,0,5476,102
2,20,1,3,0,676,107
2,20,2,3,0,1332,107
2,20,3,3,0,1894,107
2,20,4,3,0,2572,107
2,20,5,3,0,3105,107
2,20,6,3,0,3834,107
2,20,7,3,0,4509,107
2,20,8,3,0,4917,107
2,20,9,3,0,5793,107
2,21,1,3,0,689,112
2,21,2,3,0,1342,112
2,21,3,3,0,1983,112
2,21,4,3,0,2634,112
2,21,5,3,0,3287,112
2,21,6,3,0,3908,112
2,21,7,3,0,4560,112
2,21,8,3,0,5199,112
2,21,9,3,0,5876,112
2,22,1,3,0,725,117
2,22,2,3,0,1414,117
2,22,3,3,0,2075,117
2,22,4,3,0,2744,117
2,22,5,3,0,3424,117
2,22,6,3,0,4090,117
2,22,7,3,0,4772,117
2,22,8,3,0,5465,117
2,23,1,3,0,759,122
2,23,2,3,0,1518,122
2,23,3,3,0,2233,122
2,23,4,3,0,2962,122
2,23,5,3,0,3696,122
2,23,6,3,0,4392,122
2,23,7,3,0,5173,122
2,23,8,3,0,5867,122
2,24,1,3,0,788,127
2,24,2,3,0,1532,127
2,24,3,3,0,2277,127
2,24,4,3,0,3004,127
2,24,5,3,0,3758,127
2,24,6,3,0,4490,127
2,24,7,3,0,5238,127
2,24,8,3,0,5973,127
2,25,1,3,0,814,132
2,25,2,3,0,1564,132
2,25,3,3,0,2285,132
2,25,4,3,0,3014,132
2,25,5,3,0,3820,132
2,25,6,3,0,4552,132
2,25,7,3,0,5331,132
2,26,1,3,0,855,137
2,26,2,3,0,1662,137
2,26,3,3,0,2470,137
2,26,4,3,0,3268,137
2,26,5,3,0,4077,137
2,26,6,3,0,4872,137
2,26,7,3,0,5683,137
2,27,1,3,0,886,142
2,27,2,3,0,1722,142
2,27,3,3,0,2559,142
2,27,4,3,0,3386,142
2,27,5,3,0,4224,142
2,27,6,3,0,5048,142
2,27,7,3,0,5888,142
2,28,1,3,0,911,147
2,28,2,3,0,1770,147
2,28,3,3,0,2630,147
2,28,4,3,0,3480,147
2,28,5,3,0,4341,147
2,28,6,3,0,5188,147
2,28,7,3,0,6072,147
2,29,1,3,0,956,152
2,29,2,3,0,1864,152
2,29,3,3,0,2770,152
2,29,4,3,0,3666,152
2,29,5,3,0,4558,152
2,29,6,3,0,5448,152
2,30,1,3,0,985,157
2,30,2,3,0,1906,157
2,30,3,3,0,2844,157
2,30,4,3,0,3748,157
2,30,5,3,0,4675,157
2,30,6,3,0,5612,157
2,31,1,3,0,1017,162
2,31,2,3,0,1978,162
2,31,3,3,0,2891,162
2,31,4,3,0,3858,162
2,31,5,3,0,4702,162
2,31,6,3,0,5752,162
2,32,1,3,0,1049,167
2,32,2,3,0,2056,167
2,32,3,3,0,3059,167
2,32,4,3,0,4053,167
2,32,5,3,0,5066,167
2,32,6,3,0,6038,167
2,1,1,4,0,43,12
2,1,2,4,0,88,12
2,1,3,4,0,131,12
2,1,4,4,0,170,12
2,1,5,4,0,212,12
2,1,6,4,0,250,12
2,1,7,4,0,292,12
2,1,8,4,0,327,12
2,1,9,4,0,382,12
2,1,10,4,0,416,12
2,1,11,4,0,448,12
2,1,12,4,0,493,12
2,1,13,4,0,547,12
2,1,14,4,0,567,12
2,1,15,4,0,629,12
2,1,16,4,0,648,12
2,1,17,4,0,694,12
2,1,18,4,0,744,12
2,1,19,4,0,788,12
2,1,20,4,0,822,12
2,1,21,4,0,865,12
2,1,22,4,0,900,12
2,1,23,4,0,919,12
2,1,24,4,0,977,12
2,1,25,4,0,1014,12
2,1,26,4,0,1072,12
2,1,27,4,0,1089,12
2,1,28,4,0,1122,12
2,1,29,4,0,1172,12
2,1,30,4,0,1235,12
2,1,31,4,0,1251,12
2,1,32,4,0,1317,12
2,2,1,4,0,76,17
2,2,2,4,0,154,17
2,2,3,4,0,229,17
2,2,4,4,0,300,17
2,2,5,4,0,374,17
2,2,6,4,0,444,17
2,2,7,4,0,525,17
2,2,8,4,0,569,17
2,2,9,4,0,672,17
2,2,10,4,0,738,17
2,2,11,4,0,780,17
2,2,12,4,0,867,17
2,2,13,4,0,952,17
2,2,14,4,0,1017,17
2,2,15,4,0,1111,17
2,2,16,4,0,1162,17
2,2,17,4,0,1223,17
2,2,18,4,0,1322,17
2,2,19,4,0,1398,17
2,2,20,4,0,1464,17
2,2,21,4,0,1518,17
2,2,22,4,0,1606,17
2,2,23,4,0,1680,17
2,2,24,4,0,1747,17
2,2,25,4,0,1791,17
2,2,26,4,0,1880,17
2,2,27,4,0,1982,17
2,2,28,4,0,2048,17
2,2,29,4,0,2131,17
2,2,30,4,0,2167,17
2,2,31,4,0,2214,17
2,2,32,4,0,2343,17
2,3,1,4,0,114,22
2,3,2,4,0,224,22
2,3,3,4,0,324,22
2,3,4,4,0,434,22
2,3,5,4,0,546,22
2,3,6,4,0,644,22
2,3,7,4,0,758,22
2,3,8,4,0,859,22
2,3,9,4,0,971,22
2,3,10,4,0,1080,22
2,3,11,4,0,1156,22
2,3,12,4,0,1277,22
2,3,13,4,0,1383,22
2,3,14,4,0,1453,22
2,3,15,4,0,1608,22
2,3,16,4,0,1724,22
2,3,17,4,0,1837,22
2,3,18,4,0,1918,22
2,3,19,4,0,2046,22
2,3,20,4,0,2126,22
2,3,21,4,0,2255,22
2,3,22,4,0,2378,22
2,3,23,4,0,2464,22
2,3,24,4,0,2565,22
2,3,25,4,0,2693,22
2,3,26,4,0,2792,22
2,3,27,4,0,2902,22
2,3,28,4,0,3002,22
2,3,29,4,0,3119,22
2,3,30,4,0,3219,22
2,3,31,4,0,3332,22
2,3,32,4,0,3433,22
2,4,1,4,0,153,27
2,4,2,4,0,308,27
2,4,3,4,0,455,27
2,4,4,4,0,592,27
2,4,5,4,0,733,27
2,4,6,4,0,868,27
2,4,7,4,0,1019,27
2,4,8,4,0,1157,27
2,4,9,4,0,1306,27
2,4,10,4,0,1452,27
2,4,11,4,0,1576,27
2,4,12,4,0,1747,27
2,4,13,4,0,1905,27
2,4,14,4,0,2057,27
2,4,15,4,0,2225,27
2,4,16,4,0,2398,27
2,4,17,4,0,2553,27
2,4,18,4,0,2604,27
2,4,19,4,0,2789,27
2,4,20,4,0,2988,27
2,4,21,4,0,3055,27
2,4,22,4,0,3216,27
2,4,23,4,0,3432,27
2,4,24,4,0,3575,27
2,4,25,4,0,3745,27
2,4,26,4,0,3886,27
2,4,27,4,0,4038,27
2,4,28,4,0,4180,27
2,4,29,4,0,4339,27
2,4,30,4,0,4481,27
2,4,31,4,0,4636,27
2,4,32,4,0,4779,27
2,5,1,4,0,194,32
2,5,2,4,0,382,32
2,5,3,4,0,569,32
2,5,4,4,0,747,32
2,5,5,4,0,920,32
2,5,6,4,0,1111,32
2,5,7,4,0,1302,32
2,5,8,4,0,1456,32
2,5,9,4,0,1669,32
2,5,10,4,0,1855,32
2,5,11,4,0,2018,32
2,5,12,4,0,2230,32
2,5,13,4,0,2428,32
2,5,14,4,0,2550,32
2,5,15,4,0,2783,32
2,5,16,4,0,2944,32
2,5,17,4,0,3133,32
2,5,18,4,0,3327,32
2,5,19,4,0,3514,32
2,5,20,4,0,3711,32
2,5,21,4,0,3898,32
2,5,22,4,0,4055,32
2,5,23,4,0,4240,32
2,5,24,4,0,4394,32
2,5,25,4,0,4597,32
2,5,26,4,0,4747,32
2,5,27,4,0,4959,32
2,5,28,4,0,5135,32
2,5,29,4,0,5328,32
2,6,1,4,0,234,37
2,6,2,4,0,461,37
2,6,3,4,0,678,37
2,6,4,4,0,896,37
2,6,5,4,0,1127,37
2,6,6,4,0,1340,37
2,6,7,4,0,1562,37
2,6,8,4,0,1785,37
2,6,9,4,0,2003,37
2,6,10,4,0,2246,37
2,6,11,4,0,2449,37
2,6,12,4,0,2675,37
2,6,13,4,0,2897,37
2,6,14,4,0,3125,37
2,6,15,4,0,3324,37
2,6,16,4,0,3570,37
2,6,17,4,0,3798,37
2,6,18,4,0,3976,37
2,6,19,4,0,4199,37
2,6,20,4,0,4432,37
2,6,21,4,0,4613,37
2,6,22,4,0,4870,37
2,6,23,4,0,5138,37
2,6,24,4,0,5307,37
2,7,1,4,0,277,42
2,7,2,4,0,524,42
2,7,3,4,0,782,42
2,7,4,4,0,1030,42
2,7,5,4,0,1289,42
2,7,6,4,0,1552,42
2,7,7,4,0,1795,42
2,7,8,4,0,2099,42
2,7,9,4,0,2320,42
2,7,10,4,0,2648,42
2,7,11,4,0,2803,42
2,7,12,4,0,3097,42
2,7,13,4,0,3341,42
2,7,14,4,0,3589,42
2,7,15,4,0,3821,42
2,7,16,4,0,4100,42
2,7,17,4,0,4361,42
2,7,18,4,0,4536,42
2,7,19,4,0,4885,42
2,7,20,4,0,5214,42
2,7,21,4,0,5392,42
2,8,1,4,0,320,47
2,8,2,4,0,623,47
2,8,3,4,0,920,47
2,8,4,4,0,1213,47
2,8,5,4,0,1507,47
2,8,6,4,0,1789,47
2,8,7,4,0,2078,47
2,8,8,4,0,2366,47
2,8,9,4,0,2665,47
2,8,10,4,0,2961,47
2,8,11,4,0,3257,47
2,8,12,4,0,3532,47
2,8,13,4,0,3851,47
2,8,14,4,0,4180,47
2,8,15,4,0,4574,47
2,8,16,4,0,4743,47
2,8,17,4,0,5112,47
2,8,18,4,0,5457,47
2,9,1,4,0,348,52
2,9,2,4,0,681,52
2,9,3,4,0,1015,52
2,9,4,4,0,1339,52
2,9,5,4,0,1674,52
2,9,6,4,0,2049,52
2,9,7,4,0,2304,52
2,9,8,4,0,2672,52
2,9,9,4,0,3045,52
2,9,10,4,0,3363,52
2,9,11,4,0,3720,52
2,9,12,4,0,3966,52
2,9,13,4,0,4399,52
2,9,14,4,0,4728,52
2,9,15,4,0,4891,52
2,9,16,4,0,5401,52
2,10,1,4,0,399,57
2,10,2,4,0,775,57
2,10,3,4,0,1161,57
2,10,4,4,0,1525,57
2,10,5,4,0,1911,57
2,10,6,4,0,2321,57
2,10,7,4,0,2663,57
2,10,8,4,0,3034,57
2,10,9,4,0,3470,57
2,10,10,4,0,3815,57
2,10,11,4,0,4196,57
2,10,12,4,0,4544,57
2,10,13,4,0,4960,57
2,10,14,4,0,5234,57
2,10,15,4,0,5673,57
2,11,1,4,0,425,62
2,11,2,4,0,834,62
2,11,3,4,0,1255,62
2,11,4,4,0,1638,62
2,11,5,4,0,2052,62
2,11,6,4,0,2436,62
2,11,7,4,0,2888,62
2,11,8,4,0,3371,62
2,11,9,4,0,3768,62
2,11,10,4,0,4176,62
2,11,11,4,0,4593,62
2,11,12,4,0,4941,62
2,11,13,4,0,5429,62
2,12,1,4,0,471,67
2,12,2,4,0,920,67
2,12,3,4,0,1377,67
2,12,4,4,0,1836,67
2,12,5,4,0,2289,67
2,12,6,4,0,2708,67
2,12,7,4,0,3226,67
2,12,8,4,0,3677,67
2,12,9,4,0,4166,67
2,12,10,4,0,4618,67
2,12,11,4,0,5079,67
2,12,12,4,0,5411,67
2,13,1,4,0,512,72
2,13,2,4,0,1004,72
2,13,3,4,0,1508,72
2,13,4,4,0,1982,72
2,13,5,4,0,2456,72
2,13,6,4,0,3004,72
2,13,7,4,0,3494,72
2,13,8,4,0,3935,72
2,13,9,4,0,4465,72
2,13,10,4,0,4950,72
2,13,11,4,0,5444,72
2,14,1,4,0,564,77
2,14,2,4,0,1092,77
2,14,3,4,0,1627,77
2,14,4,4,0,2180,77
2,14,5,4,0,2723,77
2,14,6,4,0,3216,77
2,14,7,4,0,3783,77
2,14,8,4,0,4313,77
2,14,9,4,0,4854,77
2,14,10,4,0,5382,77
2,15,1,4,0,588,82
2,15,2,4,0,1150,82
2,15,3,4,0,1758,82
2,15,4,4,0,2302,82
2,15,5,4,0,2860,82
2,15,6,4,0,3440,82
2,15,7,4,0,4079,82
2,15,8,4,0,4579,82
2,15,9,4,0,5207,82
2,15,10,4,0,5774,82
2,16,1,4,0,635,87
2,16,2,4,0,1238,87
2,16,3,4,0,1848,87
2,16,4,4,0,2429,87
2,16,5,4,0,3054,87
2,16,6,4,0,3654,87
2,16,7,4,0,4280,87
2,16,8,4,0,4784,87
2,16,9,4,0,5519,87
2,17,1,4,0,672,92
2,17,2,4,0,1318,92
2,17,3,4,0,2003,92
2,17,4,4,0,2611,92
2,17,5,4,0,3316,92
2,17,6,4,0,3962,92
2,17,7,4,0,4625,92
2,17,8,4,0,5274,92
2,17,9,4,0,5935,92
2,18,1,4,0,723,97
2,18,2,4,0,1412,97
2,18,3,4,0,2116,97
2,18,4,4,0,2793,97
2,18,5,4,0,3408,97
2,18,6,4,0,4138,97
2,18,7,4,0,4851,97
2,18,8,4,0,5556,97
2,19,1,4,0,775,102
2,19,2,4,0,1512,102
2,19,3,4,0,2256,102
2,19,4,4,0,2963,102
2,19,5,4,0,3720,102
2,19,6,4,0,4458,102
2,19,7,4,0,5182,102
2,19,8,4,0,5934,102
2,20,1,4,0,815,107
2,20,2,4,0,1600,107
2,20,3,4,0,2354,107
2,20,4,4,0,3169,107
2,20,5,4,0,3917,107
2,20,6,4,0,4718,107
2,20,7,4,0,5443,107
2,21,1,4,0,861,112
2,21,2,4,0,1662,112
2,21,3,4,0,2473,112
2,21,4,4,0,3267,112
2,21,5,4,0,4089,112
2,21,6,4,0,4888,112
2,21,7,4,0,5676,112
2,22,1,4,0,890,117
2,22,2,4,0,1748,117
2,22,3,4,0,2610,117
2,22,4,4,0,3457,117
2,22,5,4,0,4301,117
2,22,6,4,0,5160,117
2,22,7,4,0,6021,117
2,23,1,4,0,947,122
2,23,2,4,0,1832,122
2,23,3,4,0,2720,122
2,23,4,4,0,3591,122
2,23,5,4,0,4528,122
2,23,6,4,0,5438,122
2,24,1,4,0,974,127
2,24,2,4,0,1906,127
2,24,3,4,0,2833,127
2,24,4,4,0,3761,127
2,24,5,4,0,4695,127
2,24,6,4,0,5614,127
2,25,1,4,0,1005,132
2,25,2,4,0,1946,132
2,25,3,4,0,2886,132
2,25,4,4,0,3887,132
2,25,5,4,0,4762,132
2,25,6,4,0,5808,132
2,26,1,4,0,1045,137
2,26,2,4,0,2024,137
2,26,3,4,0,3005,137
2,26,4,4,0,4025,137
2,26,5,4,0,5029,137
2,26,6,4,0,6032,137
2,27,1,4,0,1081,142
2,27,2,4,0,2112,142
2,27,3,4,0,3157,142
2,27,4,4,0,4139,142
2,27,5,4,0,5186,142
2,27,6,4,0,6238,142
2,28,1,4,0,1123,147
2,28,2,4,0,2184,147
2,28,3,4,0,3288,147
2,28,4,4,0,4401,147
2,28,5,4,0,5393,147
2,29,1,4,0,1189,152
2,29,2,4,0,2338,152
2,29,3,4,0,3458,152
2,29,4,4,0,4535,152
2,29,5,4,0,5715,152
2,30,1,4,0,1216,157
2,30,2,4,0,2384,157
2,30,3,4,0,3550,157
2,30,4,4,0,4705,157
2,30,5,4,0,5857,157
2,31,1,4,0,1253,162
2,31,2,4,0,2418,162
2,31,3,4,0,3666,162
2,31,4,4,0,4863,162
2,31,5,4,0,6014,162
2,32,1,4,0,1299,167
2,32,2,4,0,2516,167
2,32,3,4,0,3774,167
2,32,4,4,0,5018,167
2,32,5,4,0,6303,167
2,1,1,5,0,49,12
2,1,2,5,0,102,12
2,1,3,5,0,149,12
2,1,4,5,0,198,12
2,1,5,5,0,237,12
2,1,6,5,0,274,12
2,1,7,5,0,341,12
2,1,8,5,0,383,12
2,1,9,5,0,418,12
2,1,10,5,0,476,12
2,1,11,5,0,525,12
2,1,12,5,0,565,12
2,1,13,5,0,625,12
2,1,14,5,0,665,12
2,1,15,5,0,704,12
2,1,16,5,0,760,12
2,1,17,5,0,796,12
2,1,18,5,0,852,12
2,1,19,5,0,883,12
2,1,20,5,0,922,12
2,1,21,5,0,970,12
2,1,22,5,0,1010,12
2,1,23,5,0,1057,12
2,1,24,5,0,1097,12
2,1,25,5,0,1164,12
2,1,26,5,0,1202,12
2,1,27,5,0,1251,12
2,1,28,5,0,1290,12
2,1,29,5,0,1346,12
2,1,30,5,0,1385,12
2,1,31,5,0,1437,12
2,1,32,5,0,1477,12
2,2,1,5,0,90,17
2,2,2,5,0,182,17
2,2,3,5,0,271,17
2,2,4,5,0,360,17
2,2,5,5,0,434,17
2,2,6,5,0,516,17
2,2,7,5,0,630,17
2,2,8,5,0,681,17
2,2,9,5,0,807,17
2,2,10,5,0,888,17
2,2,11,5,0,934,17
2,2,12,5,0,1035,17
2,2,13,5,0,1121,17
2,2,14,5,0,1227,17
2,2,15,5,0,1306,17
2,2,16,5,0,1402,17
2,2,17,5,0,1444,17
2,2,18,5,0,1592,17
2,2,19,5,0,1683,17
2,2,20,5,0,1764,17
2,2,21,5,0,1791,17
2,2,22,5,0,1914,17
2,2,23,5,0,1979,17
2,2,24,5,0,2107,17
2,2,25,5,0,2116,17
2,2,26,5,0,2296,17
2,2,27,5,0,2333,17
2,2,28,5,0,2356,17
2,2,29,5,0,2450,17
2,2,30,5,0,2617,17
2,2,31,5,0,2617,17
2,2,32,5,0,2791,17
2,3,1,5,0,137,22
2,3,2,5,0,272,22
2,3,3,5,0,399,22
2,3,4,5,0,518,22
2,3,5,5,0,666,22
2,3,6,5,0,782,22
2,3,7,5,0,940,22
2,3,8,5,0,1051,22
2,3,9,5,0,1196,22
2,3,10,5,0,1320,22
2,3,11,5,0,1442,22
2,3,12,5,0,1553,22
2,3,13,5,0,1721,22
2,3,14,5,0,1803,22
2,3,15,5,0,1983,22
2,3,16,5,0,2060,22
2,3,17,5,0,2177,22
2,3,18,5,0,2368,22
2,3,19,5,0,2464,22
2,3,20,5,0,2606,22
2,3,21,5,0,2759,22
2,3,22,5,0,2862,22
2,3,23,5,0,3016,22
2,3,24,5,0,3141,22
2,3,25,5,0,3193,22
2,3,26,5,0,3390,22
2,3,27,5,0,3523,22
2,3,28,5,0,3590,22
2,3,29,5,0,3728,22
2,3,30,5,0,3939,22
2,3,31,5,0,3952,22
2,3,32,5,0,4233,22
2,4,1,5,0,187,27
2,4,2,5,0,366,27
2,4,3,5,0,554,27
2,4,4,5,0,708,27
2,4,5,5,0,898,27
2,4,6,5,0,1054,27
2,4,7,5,0,1243,27
2,4,8,5,0,1445,27
2,4,9,5,0,1585,27
2,4,10,5,0,1782,27
2,4,11,5,0,1950,27
2,4,12,5,0,2119,27
2,4,13,5,0,2308,27
2,4,14,5,0,2519,27
2,4,15,5,0,2660,27
2,4,16,5,0,2878,27
2,4,17,5,0,2995,27
2,4,18,5,0,3234,27
2,4,19,5,0,3378,27
2,4,20,5,0,3588,27
2,4,21,5,0,3727,27
2,4,22,5,0,3854,27
2,4,23,5,0,4076,27
2,4,24,5,0,4151,27
2,4,25,5,0,4420,27
2,4,26,5,0,4666,27
2,4,27,5,0,4767,27
2,4,28,5,0,5020,27
2,4,29,5,0,5209,27
2,4,30,5,0,5291,27
2,5,1,5,0,232,32
2,5,2,5,0,460,32
2,5,3,5,0,683,32
2,5,4,5,0,899,32
2,5,5,5,0,1125,32
2,5,6,5,0,1339,32
2,5,7,5,0,1561,32
2,5,8,5,0,1784,32
2,5,9,5,0,2020,32
2,5,10,5,0,2205,32
2,5,11,5,0,2447,32
2,5,12,5,0,2662,32
2,5,13,5,0,2857,32
2,5,14,5,0,3068,32
2,5,15,5,0,3353,32
2,5,16,5,0,3520,32
2,5,17,5,0,3745,32
2,5,18,5,0,4047,32
2,5,19,5,0,4255,32
2,5,20,5,0,4451,32
2,5,21,5,0,4717,32
2,5,22,5,0,4891,32
2,5,23,5,0,5045,32
2,5,24,5,0,5282,32
2,6,1,5,0,279,37
2,6,2,5,0,545,37
2,6,3,5,0,816,37
2,6,4,5,0,1072,37
2,6,5,5,0,1327,37
2,6,6,5,0,1610,37
2,6,7,5,0,1856,37
2,6,8,5,0,2145,37
2,6,9,5,0,2408,37
2,6,10,5,0,2656,37
2,6,11,5,0,2922,37
2,6,12,5,0,3179,37
2,6,13,5,0,3430,37
2,6,14,5,0,3699,37
2,6,15,5,0,4044,37
2,6,16,5,0,4226,37
2,6,17,5,0,4495,37
2,6,18,5,0,4858,37
2,6,19,5,0,5092,37
2,6,20,5,0,5372,37
2,7,1,5,0,328,42
2,7,2,5,0,644,42
2,7,3,5,0,959,42
2,7,4,5,0,1270,42
2,7,5,5,0,1609,42
2,7,6,5,0,1894,42
